,Emissions/Supply (C02 kg/kWh),Supply (GWh),Emissions (mmTh)
816,0.22629491647638506,24963,5649
817,0.22457302055154035,49534,11124
818,0.24031075292238438,68865,16549
819,0.24756390500362582,88256,21849
820,0.25309942168763744,108246,27397
821,0.25517071252919726,129721,33101
822,0.2558483919368517,153290,39219
823,0.24858365379407463,184630,45896
824,0.242152466367713,215418,52164
825,0.23550785284739714,244943,57686
826,0.22922913064729097,274158,62845
827,0.22454432265159796,302791,67990
828,0.2211983925104231,332195,73481
829,0.21732277773762598,359746,78181
830,0.21470282108830008,387191,83131
831,0.21209478086696418,413881,87782
832,0.21003967506822344,440831,92592
833,0.20997063466467503,471304,98960
834,0.21164398769308845,504432,106760
835,0.21664769882949383,533359,115551
836,0.2190311522150947,568531,124526
837,0.2203305828960149,603298,132925
838,0.22136661564425605,636975,141005
839,0.22219765411053558,669341,148726
840,0.22906963746786393,26839,6148
841,0.2528091058808814,47969,12127
842,0.26388424829670093,68837,18165
843,0.2712668571938912,89576,24299
844,0.2734124076034344,110529,30220
845,0.26775867899836786,136018,36420
846,0.26542092528599026,164079,43550
847,0.26431049213064467,194298,51355
848,0.2577731628392017,223429,57594
849,0.250738298959198,250576,62829
850,0.24359345486651374,276358,67319
851,0.23796912129780823,301308,71702
852,0.23322584892775886,326559,76162
853,0.23004541025918604,351022,80751
854,0.2275701965956745,376051,85578
855,0.22482084869421098,400639,90072
856,0.22408526937348952,426601,95595
857,0.22427715378891613,454246,101877
858,0.2265156424788551,484514,109750
859,0.22955854497661293,517380,118769
860,0.2316744482751727,550229,127474
861,0.23369948293159776,583095,136269
862,0.23522689589253087,615172,144705
863,0.23562273613820006,646020,152217
864,0.217571455975446,26065,5671
865,0.2197827909606723,51287,11272
866,0.22275061076780373,76543,17050
867,0.2256256157635468,101500,22901
868,0.22772480424349584,126688,28850
869,0.22858702291068342,153902,35180
870,0.23293901570930983,184031,42868
871,0.23584425204870596,215990,50940
872,0.2319919222187841,245612,56980
873,0.2255765137506755,272023,61362
874,0.22006241760606957,297352,65436
875,0.21466009397576086,320721,68846
876,0.20996491064454834,343124,72044
877,0.2055449069003286,365200,75065
878,0.2021593361124216,387897,78417
879,0.1988672397139317,409972,81530
880,0.19633365324277435,433456,85102
881,0.1969440945223926,460420,90677
882,0.20003752092709318,490393,98097
883,0.20407200946890153,523820,106897
884,0.2081297133425647,556797,115886
885,0.2116181798128399,589335,124714
886,0.21427192121397423,621430,133155
887,0.21659004548200808,652126,141244
888,0.2568308034061459,27010,6937
889,0.2577377602701182,53310,13740
890,0.25598071102962416,79631,20384
891,0.255274321400565,105843,27019
892,0.2551520951225577,132713,33862
893,0.2565500764407692,161563,41449
894,0.2592560061999483,193550,50179
895,0.2613311699763677,226808,59272
896,0.2581775519400805,257412,66458
897,0.25052477644523435,285836,71609
898,0.24330741624882957,312921,76136
899,0.23713490959666203,339368,80476
900,0.23180230996508192,364854,84574
901,0.22724742804818931,389879,88599
902,0.2232987490394367,415121,92696
903,0.2213844630151116,438206,97012
904,0.22028075784257026,461679,101699
905,0.21961492790845932,490973,107825
906,0.22179318246920654,523650,116142
907,0.2249485130054985,558879,125719
908,0.227736798890878,594344,135354
909,0.23268533476357633,622738,144902
910,0.23712112011781653,650503,154248
911,0.24050823668464208,676850,162788
912,0.24194415570450553,27899,6750
913,0.2752262008380058,49403,13597
914,0.2655572391452009,76556,20330
915,0.26076552715624124,103641,27026
916,0.25915497245137137,131404,34054
917,0.25911163149896616,160564,41604
918,0.261679133766173,192373,50340
919,0.2623057081082041,225241,59082
920,0.2564211477984358,256613,65801
921,0.24785888749506435,286183,70933
922,0.2408730108251816,314452,75743
923,0.23467385829907353,341508,80143
924,0.2294392523364486,368080,84452
925,0.22659106646872293,391357,88678
926,0.22411033658249693,414876,92978
927,0.22207671616661,438317,97340
928,0.22112695250394232,462291,102225
929,0.22009185963004588,492926,108489
930,0.22398791878309476,519153,116284
931,0.2253271943255658,554487,124941
932,0.22664285023638317,589509,133608
933,0.22771633572287509,624527,142215
934,0.22834018417614632,659043,150486
935,0.22868278037197687,692785,158428
936,0.23653738839285715,28672,6782
937,0.23453925394648947,56886,13342
938,0.23373134681608937,84503,19751
939,0.23309388603263886,111646,26024
940,0.2319016279875303,138576,32136
941,0.23067859375751454,166344,38372
942,0.23139539667194603,194468,44999
943,0.23120247691335732,223181,51600
944,0.23269782174041764,246573,57377
945,0.22598890606529054,274925,62130
946,0.22071012378031227,302229,66705
947,0.21511410627637692,329123,70799
948,0.21031355624025685,354737,74606
949,0.2061251503261782,380007,78329
950,0.20317028376058152,401289,81530
951,0.19936123125263117,425193,84767
952,0.1964869854121713,449073,88237
953,0.19533828685819082,476563,93091
954,0.19570915788976526,508152,99450
955,0.19680778491911605,542382,106745
956,0.1981603523128338,576306,114201
957,0.19928525761872756,610010,121566
958,0.20026618819131967,643154,128802
959,0.20401524138178942,667656,136212
960,0.30312247516753005,21041,6378
961,0.30536540686463554,41488,12669
962,0.3088466717500284,61639,19037
963,0.30986847750144025,81583,25280
964,0.3107004388813446,101622,31574
965,0.29670890448600185,127374,37793
966,0.2862022920555901,154272,44153
967,0.27737270695492466,180764,50139
968,0.26752122282148644,206735,55306
969,0.25754781214717265,232054,59765
970,0.24844025142563936,257253,63912
971,0.2401021847497433,281451,67577
972,0.23221494102228046,305200,70872
973,0.22564058851644053,328487,74120
974,0.21985184089396154,351514,77281
975,0.21576399710261915,374131,80724
976,0.2123573229746853,396963,84298
977,0.21217402915109884,419401,88986
978,0.2147667337315168,443849,95324
979,0.21815686491125943,470698,102686
980,0.22135951600908488,497530,110133
981,0.22441974064830292,524076,117613
982,0.22751958851389203,549812,125093
983,0.2302320683551222,574529,132275
984,0.2984271135661455,21362,6375
985,0.2988592795948313,42254,12628
986,0.27336667483389304,69383,18967
987,0.26357795975132586,96351,25396
988,0.25954622701535934,124159,32225
989,0.2539076295240213,152906,38824
990,0.2513367240479917,184032,46254
991,0.2572795962604765,210829,54242
992,0.2558031588763751,236983,60621
993,0.2502261389962864,262007,65561
994,0.24161824565764534,289647,69984
995,0.23437845976706081,316134,74095
996,0.22866297016956094,341765,78149
997,0.22412202522689237,367465,82357
998,0.21993718407509405,392894,86412
999,0.21680083970725011,418241,90675
1000,0.2143069099933908,444834,95331
1001,0.21442105240972617,474473,101737
1002,0.21688978648604493,508023,110185
1003,0.22295112501862613,536880,119698
1004,0.22540527993940654,572999,129157
1005,0.2271211584157116,609384,138404
1006,0.22848678022619967,645359,147456
1007,0.2294203224729299,679809,155962
1008,0.3453083840494141,22018,7603
1009,0.34452313069070173,43492,14984
1010,0.34409050864747065,64701,22263
1011,0.3420670085708637,85989,29414
1012,0.3391363160479186,107933,36604
1013,0.33563649675116686,131124,44010
1014,0.3334564160024447,157076,52378
1015,0.3312896073552451,184467,61112
1016,0.3142328935326769,217447,68329
1017,0.3008540607144151,248343,74715
1018,0.28957827255609375,278284,80585
1019,0.2802697575300813,307832,86276
1020,0.27658357762434765,332254,91896
1021,0.2738926530074482,356731,97706
1022,0.27258436386501783,381680,104040
1023,0.2725683602873566,406742,110865
1024,0.2743830189028567,432104,118562
1025,0.2769264357527263,458035,126842
1026,0.27990301502154763,485436,135875
1027,0.2835670641645548,514552,145910
1028,0.28630682487339537,543424,155586
1029,0.2884641282466993,571773,164936
1030,0.2903407763425787,599220,173978
1031,0.28833174289199115,632948,182499
1032,0.31196521900004626,21621,6745
1033,0.30700744673353847,42569,13069
1034,0.30411119749932564,63023,19166
1035,0.30107964962314115,83453,25126
1036,0.29869220886306547,104298,31153
1037,0.286418417564335,131266,37597
1038,0.27698370830100855,161125,44629
1039,0.27181852934794964,193574,52617
1040,0.26874808828679464,225583,60625
1041,0.2661854011819238,257377,68510
1042,0.26213946188807913,288007,75498
1043,0.25833912712469603,317869,82118
1044,0.25470653695248147,348664,88807
1045,0.25218573619389417,379506,95706
1046,0.25083803370636076,410783,103040
1047,0.24969538867049304,442367,110457
1048,0.24899898001331883,474516,118154
1049,0.24878516146040314,508298,126457
1050,0.24895521399718937,543652,135345
1051,0.24974389928429766,579850,144814
1052,0.249735545878734,616364,153928
1053,0.24964082277267954,652185,162812
1054,0.2495604842174871,686551,171336
1055,0.24923200900331371,719735,179381
1056,0.22572867172540956,28202,6366
1057,0.22575511006992258,55919,12624
1058,0.2255294444914793,82681,18647
1059,0.22588067714896182,109518,24738
1060,0.2262708085069051,136783,30950
1061,0.22777306853959797,165160,37619
1062,0.22991153704386288,195336,44910
1063,0.23148681128916737,227581,52682
1064,0.2321531004692956,259751,60302
1065,0.23274626569570764,292357,68045
1066,0.2322857916902692,324824,75452
1067,0.2298080238141287,356763,81987
1068,0.2268975941619222,388347,88115
1069,0.22479900977584016,419299,94258
1070,0.2227646980283947,449380,100106
1071,0.22116639341519725,478192,105760
1072,0.21988420495564875,506412,111352
1073,0.22171343609432934,531330,117803
1074,0.2248074388242784,557615,125356
1075,0.22825951479700116,585693,133690
1076,0.2283970389637983,621269,141896
1077,0.22888053297647118,656089,150166
1078,0.2294209657329896,690460,158406
1079,0.22950395367152346,722493,165815
1080,0.21500764554507143,26813,5765
1081,0.23693431273218507,47376,11225
1082,0.23093214549230728,73186,16901
1083,0.22601084462135212,98482,22258
1084,0.23339604259750732,119068,27790
1085,0.24126313101579622,140983,34014
1086,0.24859106279314983,165018,41022
1087,0.2546083131179718,190037,48385
1088,0.24981562337397914,221015,55213
1089,0.24412641954829653,250784,61223
1090,0.23874393573491368,279094,66632
1091,0.23276410639637904,306439,71328
1092,0.2275609522211301,333704,75938
1093,0.22320156079201892,361355,80655
1094,0.22019361413043478,388608,85569
1095,0.21797337366898356,416505,90787
1096,0.21728734102968045,444973,96687
1097,0.21755397435601345,476291,103619
1098,0.2194352814664079,509599,111824
1099,0.22096530366630462,545072,120442
1100,0.22203077644091188,580379,128862
1101,0.2229468567598696,614716,137049
1102,0.22663299967871836,641182,145313
1103,0.2297247221943012,666563,153126
1104,0.22038157941311812,28251,6226
1105,0.24378818737270877,49100,11970
1106,0.2512889744215772,69629,17497
1107,0.23889513342491986,96084,22954
1108,0.23006939090208173,123215,28348
1109,0.22428800867145623,151301,33935
1110,0.22043313876359777,180912,39879
1111,0.21648378768319537,210704,45614
1112,0.20892334035606067,238274,49781
1113,0.20063458567855502,263479,52863
1114,0.19281222047814117,287321,55399
1115,0.18864065756413004,308046,58110
1116,0.18368477946438086,328405,60323
1117,0.17904563841213977,350056,62676
1118,0.1750475291579586,370825,64912
1119,0.17155301023841876,390783,67040
1120,0.16942198976293366,411446,69708
1121,0.16826087254501051,437731,73653
1122,0.17042921351663817,469673,80046
1123,0.1770049904046203,495551,87715
1124,0.1833729343696723,521451,95620
1125,0.18613484084088405,555796,103453
1126,0.18744117023531906,589625,110520
1127,0.18833649857162596,622386,117218
1128,0.2770276740400268,20886,5786
1129,0.28109157064887813,41225,11588
1130,0.28546543808810604,61426,17535
1131,0.2861681899036987,81515,23327
1132,0.2701721644193533,107165,28953
1133,0.25892460152982405,132695,34358
1134,0.2516317492226026,159185,40056
1135,0.2513077678358453,180269,45303
1136,0.2457250011161877,201579,49533
1137,0.23792008777215212,222394,52912
1138,0.23002353445468895,242623,55809
1139,0.22416510576088447,262668,58881
1140,0.21973235501382843,282389,62050
1141,0.21507613826961186,302279,65013
1142,0.21129222010796178,322151,68068
1143,0.2078939070109667,342492,71202
1144,0.20593743554486077,363625,74884
1145,0.20452974340329874,390574,79884
1146,0.20621763871157578,421414,86903
1147,0.21358501186025006,447714,95625
1148,0.2195101891042066,474183,104088
1149,0.22434258783650088,500333,112246
1150,0.2273256996633099,526003,119574
1151,0.22970876819517652,550558,126468
1152,0.21493611396680865,27236,5854
1153,0.2371527561668845,48201,11431
1154,0.22851754563211424,74235,16964
1155,0.22435559446472805,100519,22552
1156,0.2220366231423754,127515,28313
1157,0.21945324702872607,155573,34141
1158,0.21822977379308864,186157,40625
1159,0.21688845473311708,217024,47070
1160,0.21141723138862514,245401,51882
1161,0.2033887060332531,271313,55182
1162,0.19648912086317827,296393,58238
1163,0.19149929357872397,321338,61536
1164,0.1878793840741148,345626,64936
1165,0.18473609516174463,369224,68209
1166,0.18329903495877803,391175,71702
1167,0.18113393749022155,415455,75253
1168,0.17972322011757022,440928,79245
1169,0.1799076335633606,468785,84338
1170,0.18216595300177818,501636,91381
1171,0.18634909455428295,536697,100013
1172,0.18962403259722016,573055,108665
1173,0.19233116454873858,609558,117237
1174,0.19470452075416703,645003,125585
1175,0.19668773063274425,678568,133466
1176,0.23074198689569683,28235,6515
1177,0.259345512949207,49810,12918
1178,0.2730592581148082,71197,19441
1179,0.2627278314576176,99251,26076
1180,0.25794117418018425,128413,33123
1181,0.2556746848792246,159304,40730
1182,0.25814856336156783,192672,49738
1183,0.2589663142538251,227574,58934
1184,0.2524985212441522,260354,65739
1185,0.24475050879551086,289409,70833
1186,0.23827396272710602,316262,75357
1187,0.23358730882426007,342159,79924
1188,0.23076270119002634,365202,84275
1189,0.227170022543688,389466,88475
1190,0.2240055185100023,413155,92549
1191,0.22130301083165044,435760,96435
1192,0.21965242303138918,458661,100746
1193,0.22027855337972435,482421,106267
1194,0.22508779825366473,508837,114533
1195,0.2306191348666772,537605,123982
1196,0.23546657775943183,566883,133482
1197,0.23959034288562256,595913,142775
1198,0.24303129050294545,624183,151696
1199,0.24582484474721683,650874,160001
1200,0.22189268425717598,29334,6509
1201,0.2218650070487914,58166,12905
1202,0.2386782748325263,79714,19026
1203,0.24757760543090007,101346,25091
1204,0.2557722012405684,123653,31627
1205,0.2626500624694443,147272,38681
1206,0.25484852988940454,181653,46294
1207,0.24770785700155953,217373,53845
1208,0.23922868093260938,250480,59922
1209,0.2315035122494353,282013,65287
1210,0.22483399819431016,312346,70226
1211,0.21924035524976304,341844,74946
1212,0.21457698150203078,371284,79669
1213,0.21116420493047378,399921,84449
1214,0.20941167173732664,430253,90100
1215,0.20907476392618904,461720,96534
1216,0.20906344410876132,493190,103108
1217,0.20967132746352565,526877,110471
1218,0.2109607985674013,564010,118984
1219,0.2128883317076079,603833,128549
1220,0.2146402813468003,644045,138238
