,Emissions/Supply (C02 kg/kWh),Supply (GWh),Emissions (mmTh)
4919,0.24983646031905288,996700,249012
4920,0.32401133849557523,28928,9373
4921,0.32315018961107683,56695,18321
4922,0.29899634326616353,89971,26901
4923,0.287403465084674,122883,35317
4924,0.2810906073723412,155473,43702
4925,0.27707996320614076,189162,52413
4926,0.27483888770205794,224688,61753
4927,0.27205795308305364,261867,71243
4928,0.2678272938680048,299723,80274
4929,0.2649225351070599,337895,89516
4930,0.2621116562170825,376889,98787
4931,0.25985800817557797,416362,108195
4932,0.2577730977217634,455835,117502
4933,0.25947638181544314,491274,127474
4934,0.2587856194636414,534083,138213
4935,0.25900197807703274,578845,149922
4936,0.259292482547114,625398,162161
4937,0.25987702122030504,672799,174845
4938,0.2609338597976836,721543,188275
4939,0.2623265763894658,770368,202088
4940,0.2636779497016042,819549,216097
4941,0.2650968271309575,867732,230033
4942,0.2661841185211083,915280,243633
4943,0.26652490197731554,960747,256063
4944,0.3372822299651568,28700,9680
4945,0.3378313080516134,55877,18877
4946,0.337582567577449,82054,27700
4947,0.31559794750069814,114592,36165
4948,0.30280809536106995,147146,44557
4949,0.29456618504940585,180849,53272
4950,0.2879292836041359,216640,62377
4951,0.2811090333318837,252941,71104
4952,0.2721565910271956,288650,78558
4953,0.26410797651880497,324515,85707
4954,0.2575827657741747,361049,93000
4955,0.25209785129929013,399218,100642
4956,0.247718086245631,438886,108720
4957,0.2446701226830244,479936,117426
4958,0.242857825567503,523125,127045
4959,0.2406943949282908,566594,136376
4960,0.23863864714252805,612097,146070
4961,0.23741916278617664,658422,156322
4962,0.23646283568341245,705650,166860
4963,0.2364789910286265,754511,178426
4964,0.2379678113696022,804197,191373
4965,0.23986948174783818,853214,204660
4966,0.24125781780573224,901148,217409
4967,0.24439992831908247,937488,229122
4968,0.3071423515254477,28254,8678
4969,0.3068923997518882,54814,16822
4970,0.3080503081875577,80146,24689
4971,0.31032478730195023,104961,32572
4972,0.31255984925709696,129492,40474
4973,0.3151127487868801,154148,48574
4974,0.3178251215133091,178787,56823
4975,0.30364993113337485,212004,64375
4976,0.2963116678404937,238536,70681
4977,0.28790128282710586,266053,76597
4978,0.27586975320960555,300660,82943
4979,0.2707300943080003,331149,89652
4980,0.2657161909695624,362906,96430
4981,0.26182062167200154,396447,103798
4982,0.2592567722455444,431873,111966
4983,0.2537694270470888,474210,120340
4984,0.2492704674412321,518140,129157
4985,0.24591827862350923,563549,138587
4986,0.2437060058688846,611019,148909
4987,0.2457964422061571,652483,160378
4988,0.2502443257330493,693746,173606
4989,0.2547702520089398,733347,186835
4990,0.2585720393330483,771870,199584
4991,0.26178119957631735,808152,211559
4992,0.3146321631845017,28287,8900
4993,0.31552982724409734,54933,17333
4994,0.3150415364113039,80291,25295
4995,0.2947853912297324,111878,32980
4996,0.28323687315428275,143237,40570
4997,0.27621375059378345,174727,48262
4998,0.2705300888089129,206173,55776
4999,0.2726925315059451,230274,62794
5000,0.26921420461219214,255410,68760
5001,0.264160796308335,281499,74361
5002,0.25506806322799586,313532,79972
5003,0.24694511145766973,346903,85666
5004,0.24029170799808958,381066,91567
5005,0.23462873271347448,416654,97759
5006,0.23033925629663562,454052,104586
5007,0.22737574447899647,493298,112164
5008,0.22573461100455527,533888,120517
5009,0.22496526813003612,575840,129544
5010,0.22452739105655484,619381,139068
5011,0.2255319213180688,662363,149384
5012,0.23042658069557306,701321,161603
5013,0.23403551473505146,743635,174037
5014,0.23833458316508674,780105,185926
5015,0.24002575493544803,820037,196830
5016,0.2963355141247211,26443,7836
5017,0.2948541525341603,51595,15213
5018,0.2924128647407388,75773,22157
5019,0.29159419707038514,99467,29004
5020,0.29049182986660177,123315,35822
5021,0.288641362280903,148222,42783
5022,0.27830518249065644,180338,50189
5023,0.27538624440487075,207770,57217
5024,0.26857372404752844,236490,63515
5025,0.2578319696637685,269249,69421
5026,0.24844932472730646,301804,74983
5027,0.2406665153397687,334816,80579
5028,0.23430287933181917,368523,86346
5029,0.22892683495280433,403321,92331
5030,0.22630596248396506,438106,99146
5031,0.2240307396409772,474176,106230
5032,0.22240265767746348,511725,113809
5033,0.22166903185831383,550343,121994
5034,0.220771906631976,593051,130929
5035,0.2215770099122836,636483,141030
5036,0.22416509646108487,680378,152517
5037,0.22699979962273797,723635,164265
5038,0.22922852345400466,765882,175562
5039,0.23080206472106413,805920,186008
5040,0.2915691750320779,26498,7726
5041,0.2882340413173537,51649,14887
5042,0.2882134582982308,75968,21895
5043,0.2706207883145729,106252,28754
5044,0.25987277931090014,136613,35502
5045,0.2528470152355393,168422,42585
5046,0.24898269971471093,202251,50357
5047,0.24359592983881892,236256,57551
5048,0.23704992985919884,269458,63875
5049,0.23142429718476742,302142,69923
5050,0.226121685165865,334519,75642
5051,0.222089237188781,367627,81646
5052,0.2190866279924912,401129,87882
5053,0.2166046610781408,436251,94494
5054,0.214944633874616,473936,101870
5055,0.214037622120031,513634,109937
5056,0.2132749502211891,554955,118358
5057,0.21296689623338874,597938,127341
5058,0.21279644399589454,642069,136630
5059,0.2133349627773874,687351,146636
5060,0.21525440830774434,733388,157865
5061,0.21731118898616855,779311,169353
5062,0.2188081281845454,824686,180448
5063,0.22009243997740868,867590,190950
5064,0.23873354046456577,33795,8068
5065,0.26793320262321685,59164,15852
5066,0.281335620517952,83946,23617
5067,0.2713688918164641,115378,31310
5068,0.26627856981989667,146527,39017
5069,0.2614831087897061,178436,46658
5070,0.2586493891081592,212067,54851
5071,0.25547335474167715,246010,62849
5072,0.2498169126289203,279921,69929
5073,0.24510722664218687,313728,76897
5074,0.24044375781821956,346946,83421
5075,0.2362896253412976,380533,89916
5076,0.23244774925424921,415018,96470
5077,0.22901215269694086,451011,103287
5078,0.22541873655468292,488553,110129
5079,0.2225802113461717,527949,117511
5080,0.22069756052177486,569671,125725
5081,0.21963826819060672,612885,134613
5082,0.21860223979760937,657738,143783
5083,0.21858865983775413,703870,153858
5084,0.2206174570198096,751858,165873
5085,0.22298911235558802,799622,178307
5086,0.2250479591221619,846033,190398
5087,0.22670013866757763,889898,201740
5088,0.23904484038183724,35303,8439
5089,0.27244148918660915,60758,16553
5090,0.2592778388532516,93691,24292
5091,0.2715947690217391,117760,31983
5092,0.2797954108339263,141943,39715
5093,0.2856159381248279,167046,47711
5094,0.2906335945739159,193436,56219
5095,0.2907994130753763,220812,64212
5096,0.2838870365162897,248930,70668
5097,0.2753916246746974,277434,76403
5098,0.2677284026332444,306542,82070
5099,0.2614638002460668,336494,87981
5100,0.2560534614725305,367517,94104
5101,0.2518482947667497,399828,100696
5102,0.2480216254615823,433563,107533
5103,0.24498740586389803,468869,114867
5104,0.24296042806136073,505535,122825
5105,0.23935170001093253,548820,131361
5106,0.23664101561973558,593608,140472
5107,0.2354794518408133,640179,150749
5108,0.2363009716076589,687932,162559
5109,0.23776722607625542,734584,174660
5110,0.23864421111972378,780505,186263
5111,0.23897045442965184,824286,196980
5112,0.29449813560611826,26282,7740
5113,0.2917764634693838,51231,14948
5114,0.2946720497716593,75545,22261
5115,0.29655755355867053,99377,29471
5116,0.2963633411802906,123190,36509
5117,0.2965847853573771,147897,43864
5118,0.2982785422304105,173690,51808
5119,0.2961431201265172,200447,59361
5120,0.28792386267902276,227904,65619
5121,0.27895775914306375,255795,71356
5122,0.27152245691640675,284389,77218
5123,0.26546185634676106,313853,83316
5124,0.2604261941886834,344397,89690
5125,0.25695774992227094,376307,96695
5126,0.2541871921182266,410060,104232
5127,0.2528040969663239,445598,112649
5128,0.2493630899878977,487510,121567
5129,0.24634153687452234,531234,130865
5130,0.24391798705607298,575714,140427
5131,0.2423528427178591,621342,150584
5132,0.2430085285609365,667170,162128
5133,0.24449501014825584,711945,174067
5134,0.24519374373858407,756618,185518
5135,0.24564837574404388,799012,196276
5136,0.24649417929556078,33587,8279
5137,0.24407579331862111,65705,16037
5138,0.2413269260579755,96765,23352
5139,0.24020070466842833,127152,30542
5140,0.23996440263166258,157315,37750
5141,0.23984305446713686,187581,44990
5142,0.24068859886456395,218066,52486
5143,0.24001962298140642,248688,59690
5144,0.23464170279005914,277521,65118
5145,0.2294277183054516,306772,70382
5146,0.22424735847486837,336548,75470
5147,0.21974141337075437,366995,80644
5148,0.2161768247406129,398632,86175
5149,0.213877190426302,432393,92479
5150,0.21217997784914325,467702,99237
5151,0.2112362796643205,505363,106751
5152,0.210707930310671,544531,114737
5153,0.21061254925569176,584704,123146
5154,0.2109581037158128,626404,132145
5155,0.21258893725663888,670557,142553
5156,0.21604323828590283,715292,154534
5157,0.21934777113002443,759488,166592
5158,0.2220998165576647,802432,178220
5159,0.22420346940446675,842623,188919
5160,0.3140814922406544,26162,8217
5161,0.3131542834738287,51010,15974
5162,0.3123276669789854,74710,23334
5163,0.31095706664755335,97663,30369
5164,0.3095358874354475,120251,37222
5165,0.29565100851035314,149230,44120
5166,0.2868803849166387,178740,51277
5167,0.27723311546840956,207468,57517
5168,0.26616101842307316,235737,62744
5169,0.2558467665465579,263650,67454
5170,0.2469473893203983,292127,72140
5171,0.23932366337589236,321201,76871
5172,0.23235952626832468,351507,81676
5173,0.22778441048844908,382783,87192
5174,0.22502175574904684,415982,93605
5175,0.2227253676201543,450941,100436
5176,0.22279503540548445,485518,108171
5177,0.22221098412056237,524011,116441
5178,0.22235732857570173,564987,125629
5179,0.22370566283830295,607222,135839
5180,0.22707488034488962,650411,147692
5181,0.23038956613151504,692514,159548
5182,0.23302457353518607,733472,170917
5183,0.23473289114056473,772363,181299
5184,0.30533003882809745,25497,7785
5185,0.3043670580665916,49736,15138
5186,0.3016847632852884,73126,22061
5187,0.30043690835327164,96130,28881
5188,0.3006597312454418,119291,35866
5189,0.3003364236011952,143569,43119
5190,0.3013146621761352,169245,50996
5191,0.28943300501397173,201836,58418
5192,0.27815996967076595,234757,65300
5193,0.26861362397005983,267734,71917
5194,0.26044364935008796,300733,78324
5195,0.25362433428311426,335165,85006
5196,0.24830900148122567,370639,92033
5197,0.24412680510947116,407870,99572
5198,0.24165845575062703,446560,107915
5199,0.2399735339927917,486662,116786
5200,0.2392289176689652,528452,126421
5201,0.2393146679273695,571110,136675
5202,0.2403394357684584,615492,147927
5203,0.24267969400893735,660150,160205
5204,0.24604201423172517,704904,173436
5205,0.24897831206345605,749495,186608
5206,0.2510704127329944,793152,199137
5207,0.25449973307180007,827938,210710
5208,0.25007469375560204,33470,8370
5209,0.2491999571268891,65309,16275
5210,0.2489941839861583,95942,23889
5211,0.24956381055102622,126092,31468
5212,0.25009133971322534,156011,39017
5213,0.25014701951349905,187050,46790
5214,0.2501075414883742,220845,55235
5215,0.25787446728881697,248493,64080
5216,0.26053991212076355,276971,72162
5217,0.2569863382548098,311966,80171
5218,0.2541493089043521,347347,88278
5219,0.25183069942106084,383460,96567
5220,0.2519711933958407,415738,104754
5221,0.2523127351651382,449684,113461
5222,0.25278434714237785,485841,122813
5223,0.25424152649140624,523868,133189
5224,0.2536073996499786,569108,144330
5225,0.2529923273657289,615825,155799
5226,0.2531857818604574,663181,167908
5227,0.2541261688878641,711253,180748
5228,0.2561870918626736,759242,194508
5229,0.2580708785953787,806139,208041
5230,0.25959982371088586,850875,220887
5231,0.2605439054155424,893170,232710
5232,0.2544215671752333,33755,8588
5233,0.24901131453176772,65491,16308
5234,0.2476108364150081,96268,23837
5235,0.24657772713605217,126378,31162
5236,0.24601801548744598,156643,38537
5237,0.24517824436599156,188365,46183
5238,0.2446393718452047,222875,54524
5239,0.24283869566734786,257879,62623
5240,0.23887381622728437,293025,69996
5241,0.23393468326937508,327818,76688
5242,0.22971775095477553,362127,83187
5243,0.22598663932466945,397435,89815
5244,0.2237869836114662,434145,97156
5245,0.22209622961834133,471809,104787
5246,0.22099669204721173,510890,112905
5247,0.22046931362112146,551401,121567
5248,0.22076474435386112,594787,131308
5249,0.22126139674781464,638340,141240
5250,0.22149312918077343,682888,151255
5251,0.2224318402280888,728839,162117
5252,0.2247398178660549,775034,174181
5253,0.22712009481169343,820152,186273
5254,0.2288781824641725,864071,197767
5255,0.23000635095954716,905375,208242
5256,0.2215782165066715,33126,7340
5257,0.22164197607388583,64532,14303
5258,0.2215648915228902,94997,21048
5259,0.22176287612848541,125057,27733
5260,0.22248862420562796,155154,34520
5261,0.22283333422590199,186727,41609
5262,0.22382543792426393,220529,49360
5263,0.22213837367889414,254427,56518
5264,0.21762817732280731,288175,62715
5265,0.21241452718790169,321301,68249
5266,0.20789034107582222,354408,73678
5267,0.20369320378340763,388010,79035
5268,0.20037740495030282,422358,84631
5269,0.19977618216211562,453047,90508
5270,0.19951426486172216,485038,96772
5271,0.1990616311399444,517920,103098
5272,0.19934451653111915,551959,110030
5273,0.19802863447287766,591874,117208
5274,0.19723044083702512,633386,124923
5275,0.19727250830822518,676739,133502
5276,0.19959780459080506,720048,143720
5277,0.2019567743617491,763297,154153
5278,0.20398180470231464,805263,164259
5279,0.2053722028894309,845426,173627
5280,0.22591137446863327,31052,7015
5281,0.22383082553883693,61475,13760
5282,0.22291133821446998,91099,20307
5283,0.22235503096103723,120474,26788
5284,0.22239478490394998,150026,33365
5285,0.22278892748877038,180772,40274
5286,0.22375932835820894,214400,47974
5287,0.22270366045181814,248330,55304
5288,0.21756153120606503,280955,61125
5289,0.211024587807667,313082,66068
5290,0.205225448129402,345157,70835
5291,0.1997708933832206,377117,75337
5292,0.19495948627224835,409244,79786
5293,0.1911082488786451,442545,84574
5294,0.18978748773805093,473008,89771
5295,0.18919304502897905,504675,95481
5296,0.18887425742205954,537654,101549
5297,0.18958047278801501,571715,108386
5298,0.1906452224521256,606535,115633
5299,0.19318922221771917,641542,123939
5300,0.1980966951087254,675877,133889
5301,0.2032982827961141,709642,144269
5302,0.20770715296735084,742531,154229
5303,0.21157000014215982,773777,163708
5304,0.2182839313572543,32050,6996
5305,0.24584842724435996,55762,13709
5306,0.2564259174428666,78588,20152
5307,0.24309489104965037,108398,26351
5308,0.2503483226922665,130626,32702
5309,0.25602836416347263,153151,39211
5310,0.2486347383248456,184580,45893
5311,0.24881313496075882,207690,51676
5312,0.24091484790718384,231339,55733
5313,0.2304226897011008,255270,58820
5314,0.22219762010199562,280012,62218
5315,0.21599497252234706,305521,65991
5316,0.21020146874094114,331168,69612
5317,0.2041733682046405,357505,72993
5318,0.19666100226490377,388979,76497
5319,0.19074821027570885,421713,80441
5320,0.18608496203175606,456039,84862
5321,0.1829037357314402,492166,90019
5322,0.18068687509200232,529878,95742
5323,0.1806339228900584,568902,102763
5324,0.18307115343304534,609823,111641
5325,0.18876515220028503,641326,121060
5326,0.19101110403390795,681374,130150
5327,0.19513131796249666,710870,138713
5328,0.27308871034539883,24146,6594
5329,0.27089196910379854,47255,12801
5330,0.2675387988230543,69332,18549
5331,0.2650236549675432,90890,24088
5332,0.24881435322654846,119555,29747
5333,0.23884815411908344,148249,35409
5334,0.2327671820336305,177220,41251
5335,0.22469256295139567,204920,46044
5336,0.21408832599882185,230872,49427
5337,0.20401748153687949,256728,52377
5338,0.19632521851940782,279037,54782
5339,0.18998029181364998,301905,57356
5340,0.1834010164628067,328984,60336
5341,0.1794311031641845,353456,63421
5342,0.1763662153041424,379296,66895
5343,0.174071987542037,406487,70758
5344,0.17315980537805015,435511,75413
5345,0.1730583513960126,465970,80640
5346,0.17213626834797338,504211,86793
5347,0.17281425405458006,544631,94120
5348,0.17591872779471232,586572,103189
5349,0.17953596642348318,628058,112759
5350,0.18265115374837368,668690,122137
5351,0.1854196299553492,707266,131141
5352,0.2854276077024892,23421,6685
5353,0.2822107231378006,45994,12980
5354,0.2846188941380782,67947,19339
5355,0.26740087644985516,95613,25567
5356,0.25819728357799426,123913,31994
5357,0.2520592012244951,154186,38864
5358,0.24862022534101855,187893,46714
5359,0.2437198252394858,222247,54166
5360,0.2355054174932795,255561,60186
5361,0.22746324332382276,288451,65612
5362,0.22053734798790126,321356,70871
5363,0.2146204734001455,354626,76110
5364,0.210076580779998,389001,81720
5365,0.20690028272906463,425142,87962
5366,0.2045277868951578,463096,94716
5367,0.20322206782484578,503031,102227
5368,0.20275055814004642,545562,110613
5369,0.20325339935910172,588861,119688
5370,0.20414076451928193,633313,129285
5371,0.2086253369272237,671510,140094
5372,0.21199420758027235,718180,152250
5373,0.21505287681273233,764040,164309
5374,0.21766682087274042,808442,175971
5375,0.2196828945433152,849875,186703
5376,0.3237233916511986,25321,8197
5377,0.3225590862142293,49377,15927
5378,0.3216658185369074,72709,23388
5379,0.2998846033484588,102256,30665
5380,0.28836891804770753,131845,38020
5381,0.2814814814814815,163215,45942
5382,0.2768699456651087,197479,54676
5383,0.27214518549179906,231924,63117
5384,0.26328186535917664,265343,69860
5385,0.255051950007529,298845,76221
5386,0.24828417593847985,332639,82589
5387,0.24199874532907836,366630,88724
5388,0.23750221139159447,401331,95317
5389,0.23622221352085296,434159,102558
5390,0.23613947717378792,469066,110765
5391,0.23630266987220044,505792,119520
5392,0.23692178795584495,544264,128948
5393,0.23808358224283868,584215,139092
5394,0.23808324582369145,631359,150316
5395,0.23937403940198407,679915,162754
5396,0.24222455317661093,729315,176658
5397,0.24480113179640525,777525,190339
5398,0.24654612944508802,824365,203244
5399,0.24790671682634421,867895,215157
5400,0.2656016721409376,33490,8895
5401,0.2641051103811779,65455,17287
5402,0.2618692054010329,96426,25251
5403,0.2604886427203895,126923,33062
5404,0.2599607726144608,157543,40955
5405,0.259035446345781,189808,49167
5406,0.2584217730609923,225012,58148
5407,0.2553481881335398,260836,66604
5408,0.24900501465849262,295733,73639
5409,0.24241313057234118,329978,79991
5410,0.23644146475725683,365139,86334
5411,0.23226347776507994,401643,93287
5412,0.2292993920419382,439504,100778
5413,0.2271243058165268,478980,108788
5414,0.2260870398773006,521600,117927
5415,0.2258197046506502,567125,128068
5416,0.22602357859558952,615219,139054
5417,0.22666359846228815,664884,150705
5418,0.22780762110998568,715775,163059
5419,0.23000072923503245,767928,176624
5420,0.23370246909362447,819572,191536
5421,0.23708896440412197,869876,206238
5422,0.23966382603073286,918691,220177
5423,0.24136336922147236,964757,232857
5424,0.24989339019189766,35175,8790
5425,0.2774028011570707,61189,16974
5426,0.26826356322333605,92972,24941
5427,0.2625701909193005,124660,32732
5428,0.26022407346839305,155931,40577
5429,0.25803316818275956,188313,48591
5430,0.25685867209827135,222893,57252
5431,0.2540379743893653,258174,65586
5432,0.24863986482112987,293537,72985
5433,0.2425624625346507,328637,79715
5434,0.23740357922687821,364548,86545
5435,0.23296317068610956,401175,93459
5436,0.22930054992501023,440060,100906
5437,0.22709389753453402,480396,109095
5438,0.225753757563368,523411,118162
5439,0.22501939412916402,568471,127917
5440,0.22494099325984865,616455,138666
5441,0.22530637503398326,665769,150002
5442,0.22613353660068855,716298,161979
5443,0.22808025760413042,767379,175024
5444,0.2315373040262259,818732,189567
5445,0.23485573077263944,868827,204049
5446,0.23726416225157626,917686,217734
5447,0.23879562142289223,963418,230060
5448,0.23551021561590416,35387,8334
5449,0.23185797029918562,68887,15972
5450,0.24824650098451387,93955,23324
5451,0.25719427499619796,118358,30441
5452,0.26389851511141915,142839,37695
5453,0.26897581758461464,168056,45203
5454,0.26120223406657045,203754,53221
5455,0.2542225368535021,240140,61049
5456,0.24615267546227684,275971,67931
5457,0.23805459381928915,311647,74189
5458,0.23137636159154124,347663,80441
5459,0.22554071453653968,384445,86708
5460,0.2205391229843243,422501,93178
5461,0.2170071281530659,461971,100251
5462,0.2147460931677389,503157,108051
5463,0.2132657154002956,546009,116445
5464,0.2143791564055183,585542,125528
5465,0.21590576961469354,626125,135184
5466,0.2154678912426884,673757,145173
5467,0.21652963077877754,721952,156324
5468,0.21937069097694145,769606,168829
5469,0.22217921045088043,816314,181368
5470,0.22649211133651453,852299,193039
5471,0.22991813871385344,886011,203710
5472,0.2317314216597339,33897,7855
5473,0.26104253799857186,58818,15354
5474,0.271536304747172,82744,22468
5475,0.2587887348812572,113270,29313
5476,0.2636387653559949,136266,35925
5477,0.25459534099671827,167289,42591
5478,0.24824489755012252,199561,49540
5479,0.24107359412355775,230888,55661
5480,0.2318731898059051,261367,60604
5481,0.2227599576533348,290932,64808
5482,0.21477746957543045,320136,68758
5483,0.20783191922886773,349927,72726
5484,0.20257093596576992,380484,77075
5485,0.19763561479597408,412031,81432
5486,0.19360590348822046,444754,86107
5487,0.19022930498001184,478533,91031
5488,0.18772992290348248,514031,96499
5489,0.18594185843793584,550656,102390
5490,0.18507807588398212,588530,108924
5491,0.18614376795905535,628165,116929
5492,0.18931914041365128,669066,126667
5493,0.19240457821683976,709796,136568
5494,0.19706036731240714,741113,146044
5495,0.2011027217768091,770820,155014
5496,0.23154438773851704,30763,7123
5497,0.2560666964418639,53736,13760
5498,0.26471826723162356,75994,20117
5499,0.2535621574848572,104010,26373
5500,0.24687815505606037,131733,32522
5501,0.24221885980817567,159938,38740
5502,0.23948496035508288,188801,45215
5503,0.23431004765284397,216986,50842
5504,0.2298484272605389,239423,55031
5505,0.22291742174236498,262115,58430
5506,0.21435941620141816,287839,61701
5507,0.2065857564909997,313434,64751
5508,0.2004436105064406,339487,68048
5509,0.1953393763992792,366260,71545
5510,0.1911360428907689,394677,75437
5511,0.18862519875643732,421370,79481
5512,0.18735379141649988,449700,84253
5513,0.1873463540960773,479593,89850
5514,0.18710457290968474,516214,96586
5515,0.1891728424618697,555529,105091
5516,0.19363706392641186,595857,115380
5517,0.19752068840460255,636951,125811
5518,0.20062551036832166,677207,135865
5519,0.20291905233641722,714684,145023
5520,0.2253137658543064,30118,6786
5521,0.2539564362484012,52383,13303
5522,0.2662607662607663,74074,19723
5523,0.2546250364750511,102810,26178
5524,0.24829274578018296,131937,32759
5525,0.24477302173072082,162857,39863
5526,0.2422814297744544,197122,47759
5527,0.23861504422870403,231863,55326
5528,0.23811638585204037,258949,61660
5529,0.2341385189429406,286228,67017
5530,0.23019862736409916,313703,72214
5531,0.22661223724822976,341482,77384
5532,0.22320810436588637,369776,82537
5533,0.21975794311864,398584,87592
5534,0.21535119645972708,432735,93190
5535,0.21199228039913068,468418,99301
5536,0.20968927603133325,506044,106112
5537,0.20858029969941977,544946,113665
5538,0.208118159346338,585379,121828
5539,0.20954340643314467,627407,131469
5540,0.2131470626410793,670279,142868
5541,0.21634521039499874,713420,154345
5542,0.21872333999226362,754876,165109
5543,0.22032825024265643,794333,175014
5544,0.23310832738365678,30814,7183
5545,0.22926021042167177,60355,13837
5546,0.24536184250129423,83061,20380
5547,0.24205258145093175,111294,26939
5548,0.24091975061488302,139864,33696
5549,0.24018415924358122,169853,40796
5550,0.2402204617273117,202847,48728
5551,0.23814087206516532,235831,56161
5552,0.23146559153483562,266882,61774
5553,0.2241638652493009,297171,66615
5554,0.21775314184494632,327435,71300
5555,0.21242946988113026,358712,76201
5556,0.20789388762824815,390454,81173
5557,0.20449480731470748,422710,86442
5558,0.20210000175073092,456952,92350
5559,0.20056409475980316,492825,98843
5560,0.19989859178291855,530529,106052
5561,0.19967932581234243,570049,113827
5562,0.2000196354354158,611140,122240
5563,0.20194330422915752,653629,131996
5564,0.2057747436747273,696966,143418
5565,0.2089730366082181,740708,154788
5566,0.21146730539900768,783218,165625
5567,0.21338593778866816,822744,175562
5568,0.21679408291379204,32178,6976
5569,0.21178520513226676,63130,13370
5570,0.21000858184938853,93220,19577
5571,0.20875675851736042,122808,25637
5572,0.20884969656499794,152751,31902
5573,0.21103920780898816,184198,38873
5574,0.2133066216786166,218132,46529
5575,0.2131811516664685,252330,53792
5576,0.20809789543051835,285284,59367
5577,0.20233990380675623,317278,64198
5578,0.19832772188578965,349583,69332
5579,0.19503117586108798,383149,74726
5580,0.19296679415439258,417818,80625
5581,0.19181147450721286,454050,87092
5582,0.19128833957796051,493224,94348
5583,0.19135180866316526,534262,102232
5584,0.19140459292067577,577541,110544
5585,0.1922831827646913,621422,119489
5586,0.19332359390795942,666706,128890
5587,0.19594893106142103,712997,139711
5588,0.19983476793182336,760143,151903
5589,0.20322736388620663,807780,164163
5590,0.20596847796549816,853752,175846
5591,0.20787878923056677,896686,186402
5592,0.2220117170421755,34309,7617
5593,0.22086091723332235,66766,14746
5594,0.2211418167763459,98317,21742
5595,0.22125513576967037,129484,28649
5596,0.22069269552691057,161052,35543
5597,0.22100499873873225,194249,42930
5598,0.22097061249294614,230370,50905
5599,0.22065369166208088,267129,58943
5600,0.2173506754235637,302847,65824
5601,0.21339515012367302,337988,72125
5602,0.20960250159567906,372882,78157
5603,0.2057327898728224,408248,83990
5604,0.2027498820516277,445110,90246
5605,0.20042875559482595,483259,96859
5606,0.19895805881162176,523638,104182
5607,0.1982511926498479,565757,112162
5608,0.19805028724325174,609936,120798
5609,0.198401107278277,654578,129869
5610,0.1996648988702468,700684,139902
5611,0.202390821811569,747860,151360
5612,0.20601129869607213,795136,163807
5613,0.20916384106982738,842005,176117
5614,0.2117711244148311,887137,187870
5615,0.21374288137125344,929252,198621
5616,0.23410723333233988,33553,7855
5617,0.2655615231012876,58092,15427
5618,0.28074036040000977,81798,22964
5619,0.26929637715103893,113143,30469
5620,0.26365595557151933,144772,38170
5621,0.26083778464998597,177850,46390
5622,0.25839991756980807,213514,55172
5623,0.25601054474505514,249603,63901
5624,0.24991653986583123,284567,71118
5625,0.24252960411839766,318959,77357
5626,0.23621877752633322,353071,83402
5627,0.23056143944808086,387593,89364
5628,0.22631851342441278,423147,95766
5629,0.22511796781077678,454997,102428
5630,0.22462763441102443,488297,109685
5631,0.22462302527948125,523112,117503
5632,0.22338454890626772,564672,126139
5633,0.2228231333967913,607226,135304
5634,0.22296952036349071,651681,145305
5635,0.22474824228382673,697496,156761
5636,0.2279147646109459,744151,169603
5637,0.23048405688177634,790341,182161
5638,0.23245947626068864,834881,194076
5639,0.23396139491020387,876931,205168
5640,0.2658596925251811,33954,9027
5641,0.26336340379695705,66843,17604
5642,0.2838809091409389,90855,25792
5643,0.2946154048301054,114159,33633
5644,0.2855364958204559,144633,41298
5645,0.29132616316788784,168011,48946
5646,0.2965454005532777,191947,56921
5647,0.29792155284473865,216171,64402
5648,0.2923018292682927,241408,70564
5649,0.27828383806885926,272585,75856
5650,0.2663595923489871,304378,81074
5651,0.2606198353327212,332185,86574
5652,0.25199763525754715,367059,92498
5653,0.2445997568807453,403917,98798
5654,0.2388637159741918,442495,105696
5655,0.23696197005125794,476414,112892
5656,0.23631460445970198,512097,121016
5657,0.2366551672634942,549014,129927
5658,0.23826358068335732,586955,139850
5659,0.24234905673959678,625119,151497
5660,0.24478304962078173,671513,164375
5661,0.24675518320638345,717606,177073
5662,0.2514345844122887,752657,189244
5663,0.2523859740965766,794644,200557
5664,0.25492338126310193,33869,8634
5665,0.25021123785382343,66276,16583
5666,0.2462128181539405,97830,24087
5667,0.2435429784004399,129123,31447
5668,0.25404612683234795,152059,38630
5669,0.24911844015764364,183198,45638
5670,0.24537959016546,214916,52736
5671,0.24088512600301157,246383,59350
5672,0.23445281251126085,277510,65063
5673,0.22703937590456844,308158,69964
5674,0.21981410458606876,339223,74566
5675,0.2169354750706577,366556,79519
5676,0.21160719634192607,400648,84780
5677,0.20793116382898913,437212,90910
5678,0.20544524302594713,476122,97817
5679,0.20382990336210083,516671,105313
5680,0.20321948147671082,558972,113594
5681,0.20334315867652958,603202,122657
5682,0.2045863551623436,649579,132895
5683,0.20742538698980215,697499,144679
5684,0.21128447837559747,745431,157498
5685,0.21705566881859348,783329,170026
5686,0.22181198349880488,819577,181792
5687,0.2256726521781425,853227,192550
5688,0.22736249925190016,33418,7598
5689,0.2549955366339353,58252,14854
5690,0.26656778476165005,82253,21926
5691,0.25610898932031967,113112,28969
5692,0.25100807151235016,144087,36167
5693,0.2475480469414366,176390,43665
5694,0.24562563773100035,211688,51996
5695,0.2440342840135302,248629,60674
