i,cluster,kwh_ann_tot,customer_count,util,slap,sector,building_type,care,kwh_bin,kw_bin,poolpump_penetration,hvac_penetration,weather_station,bev_count,bev_work_count,phev_count,phev_work_count,battery_kwh_per_customer,cluster_oldname
2482,sce-res-SCEN-res_misc-noKW-nonCare-0.7_0.8,"162,751,658","14,890",sce,SCEN,res,res_misc,nonCare,0.7_0.8,noKW,0.11,0.909090909,722860,NA,NA,NA,NA,NA,sce-res-SCEN-res_misc-noKW-nonCare-0.7_0.8
2483,sce-res-SCEN-res_misc-noKW-nonCare-0.8_0.9,"197,846,815","14,885",sce,SCEN,res,res_misc,nonCare,0.8_0.9,noKW,0.11,0.989247312,722860,NA,NA,NA,NA,NA,sce-res-SCEN-res_misc-noKW-nonCare-0.8_0.9
2484,sce-res-SCEN-res_misc-noKW-nonCare-0.9_1.0,"359,774,623","14,886",sce,SCEN,res,res_misc,nonCare,0.9_1.0,noKW,0.11,0.809917355,722860,NA,NA,NA,NA,NA,sce-res-SCEN-res_misc-noKW-nonCare-0.9_1.0
2485,sce-res-SCEW-res_misc-noKW-Care-0.0_0.1,"103,989,321","64,829",sce,SCEW,res,res_misc,Care,0.0_0.1,noKW,0.11,0.308008214,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.0_0.1
2486,sce-res-SCEW-res_misc-noKW-Care-0.1_0.2,"159,139,927","64,813",sce,SCEW,res,res_misc,Care,0.1_0.2,noKW,0.11,0.536259542,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.1_0.2
2487,sce-res-SCEW-res_misc-noKW-Care-0.2_0.3,"199,064,223","64,825",sce,SCEW,res,res_misc,Care,0.2_0.3,noKW,0.11,0.573385519,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.2_0.3
2488,sce-res-SCEW-res_misc-noKW-Care-0.3_0.4,"236,387,636","64,812",sce,SCEW,res,res_misc,Care,0.3_0.4,noKW,0.11,0.630268199,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.3_0.4
2489,sce-res-SCEW-res_misc-noKW-Care-0.4_0.5,"274,513,645","64,842",sce,SCEW,res,res_misc,Care,0.4_0.5,noKW,0.11,0.718689788,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.4_0.5
2490,sce-res-SCEW-res_misc-noKW-Care-0.5_0.6,"316,573,383","64,809",sce,SCEW,res,res_misc,Care,0.5_0.6,noKW,0.11,0.723826715,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.5_0.6
2491,sce-res-SCEW-res_misc-noKW-Care-0.6_0.7,"366,153,541","64,811",sce,SCEW,res,res_misc,Care,0.6_0.7,noKW,0.11,0.770072993,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.6_0.7
2492,sce-res-SCEW-res_misc-noKW-Care-0.7_0.8,"427,868,608","64,819",sce,SCEW,res,res_misc,Care,0.7_0.8,noKW,0.11,0.788423154,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.7_0.8
2493,sce-res-SCEW-res_misc-noKW-Care-0.8_0.9,"517,308,820","64,820",sce,SCEW,res,res_misc,Care,0.8_0.9,noKW,0.11,0.844621514,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.8_0.9
2494,sce-res-SCEW-res_misc-noKW-Care-0.9_1.0,"731,871,934","64,817",sce,SCEW,res,res_misc,Care,0.9_1.0,noKW,0.11,0.871794872,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-Care-0.9_1.0
2495,sce-res-SCEW-res_misc-noKW-nonCare-0.0_0.1,"222,650,683","159,028",sce,SCEW,res,res_misc,nonCare,0.0_0.1,noKW,0.11,0.158129176,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.0_0.1
2496,sce-res-SCEW-res_misc-noKW-nonCare-0.1_0.2,"413,023,183","158,953",sce,SCEW,res,res_misc,nonCare,0.1_0.2,noKW,0.11,0.359967716,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.1_0.2
2497,sce-res-SCEW-res_misc-noKW-nonCare-0.2_0.3,"542,897,779","158,983",sce,SCEW,res,res_misc,nonCare,0.2_0.3,noKW,0.11,0.511284722,722970,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.2_0.3
2498,sce-res-SCEW-res_misc-noKW-nonCare-0.3_0.4,"664,836,486","158,987",sce,SCEW,res,res_misc,nonCare,0.3_0.4,noKW,0.11,0.61221253,722977,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.3_0.4
2499,sce-res-SCEW-res_misc-noKW-nonCare-0.4_0.5,"790,648,152","158,994",sce,SCEW,res,res_misc,nonCare,0.4_0.5,noKW,0.11,0.684782609,722977,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.4_0.5
2500,sce-res-SCEW-res_misc-noKW-nonCare-0.5_0.6,"926,460,467","158,961",sce,SCEW,res,res_misc,nonCare,0.5_0.6,noKW,0.11,0.703442879,722977,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.5_0.6
2501,sce-res-SCEW-res_misc-noKW-nonCare-0.6_0.7,"1,087,147,297","158,972",sce,SCEW,res,res_misc,nonCare,0.6_0.7,noKW,0.11,0.779436153,722977,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.6_0.7
2502,sce-res-SCEW-res_misc-noKW-nonCare-0.7_0.8,"1,295,274,218","158,989",sce,SCEW,res,res_misc,nonCare,0.7_0.8,noKW,0.11,0.839968774,722977,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.7_0.8
2503,sce-res-SCEW-res_misc-noKW-nonCare-0.8_0.9,"1,616,493,428","158,965",sce,SCEW,res,res_misc,nonCare,0.8_0.9,noKW,0.11,0.872212693,722977,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.8_0.9
2504,sce-res-SCEW-res_misc-noKW-nonCare-0.9_1.0,"3,329,380,968","158,980",sce,SCEW,res,res_misc,nonCare,0.9_1.0,noKW,0.11,0.721944246,722977,NA,NA,NA,NA,NA,sce-res-SCEW-res_misc-noKW-nonCare-0.9_1.0
2505,sce-res-SCHD-res_misc-noKW-Care-0.0_0.1,"23,901,167","8,542",sce,SCHD,res,res_misc,Care,0.0_0.1,noKW,0.11,0.76,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.0_0.1
2506,sce-res-SCHD-res_misc-noKW-Care-0.1_0.2,"36,578,720","8,537",sce,SCHD,res,res_misc,Care,0.1_0.2,noKW,0.11,0.78125,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.1_0.2
2507,sce-res-SCHD-res_misc-noKW-Care-0.2_0.3,"45,164,036","8,541",sce,SCHD,res,res_misc,Care,0.2_0.3,noKW,0.11,0.892857143,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.2_0.3
2508,sce-res-SCHD-res_misc-noKW-Care-0.3_0.4,"52,292,607","8,538",sce,SCHD,res,res_misc,Care,0.3_0.4,noKW,0.11,0.9375,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.3_0.4
2509,sce-res-SCHD-res_misc-noKW-Care-0.4_0.5,"59,220,983","8,540",sce,SCHD,res,res_misc,Care,0.4_0.5,noKW,0.11,0.933333333,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.4_0.5
2510,sce-res-SCHD-res_misc-noKW-Care-0.5_0.6,"66,979,666","8,537",sce,SCHD,res,res_misc,Care,0.5_0.6,noKW,0.11,0.892857143,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.5_0.6
2511,sce-res-SCHD-res_misc-noKW-Care-0.6_0.7,"75,084,020","8,538",sce,SCHD,res,res_misc,Care,0.6_0.7,noKW,0.11,0.949367089,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.6_0.7
2512,sce-res-SCHD-res_misc-noKW-Care-0.7_0.8,"83,848,692","8,541",sce,SCHD,res,res_misc,Care,0.7_0.8,noKW,0.11,0.945945946,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.7_0.8
2513,sce-res-SCHD-res_misc-noKW-Care-0.8_0.9,"97,487,959","8,537",sce,SCHD,res,res_misc,Care,0.8_0.9,noKW,0.11,0.91025641,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.8_0.9
2514,sce-res-SCHD-res_misc-noKW-Care-0.9_1.0,"130,562,591","8,540",sce,SCHD,res,res_misc,Care,0.9_1.0,noKW,0.11,0.93877551,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-Care-0.9_1.0
2515,sce-res-SCHD-res_misc-noKW-nonCare-0.0_0.1,"16,412,940","14,377",sce,SCHD,res,res_misc,nonCare,0.0_0.1,noKW,0.11,0.145833333,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.0_0.1
2516,sce-res-SCHD-res_misc-noKW-nonCare-0.1_0.2,"46,636,622","14,377",sce,SCHD,res,res_misc,nonCare,0.1_0.2,noKW,0.11,0.68,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.1_0.2
2517,sce-res-SCHD-res_misc-noKW-nonCare-0.2_0.3,"66,419,805","14,374",sce,SCHD,res,res_misc,nonCare,0.2_0.3,noKW,0.11,0.824742268,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.2_0.3
2518,sce-res-SCHD-res_misc-noKW-nonCare-0.3_0.4,"82,112,613","14,374",sce,SCHD,res,res_misc,nonCare,0.3_0.4,noKW,0.11,0.922413793,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.3_0.4
2519,sce-res-SCHD-res_misc-noKW-nonCare-0.4_0.5,"96,141,097","14,379",sce,SCHD,res,res_misc,nonCare,0.4_0.5,noKW,0.11,0.878787879,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.4_0.5
2520,sce-res-SCHD-res_misc-noKW-nonCare-0.5_0.6,"109,020,768","14,378",sce,SCHD,res,res_misc,nonCare,0.5_0.6,noKW,0.11,0.911111111,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.5_0.6
2521,sce-res-SCHD-res_misc-noKW-nonCare-0.6_0.7,"124,314,761","14,378",sce,SCHD,res,res_misc,nonCare,0.6_0.7,noKW,0.11,0.971962617,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.6_0.7
2522,sce-res-SCHD-res_misc-noKW-nonCare-0.7_0.8,"142,126,984","14,371",sce,SCHD,res,res_misc,nonCare,0.7_0.8,noKW,0.11,0.963963964,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.7_0.8
2523,sce-res-SCHD-res_misc-noKW-nonCare-0.8_0.9,"169,870,182","14,377",sce,SCHD,res,res_misc,nonCare,0.8_0.9,noKW,0.11,0.982142857,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.8_0.9
2524,sce-res-SCHD-res_misc-noKW-nonCare-0.9_1.0,277479899.6,14376,sce,SCHD,res,res_misc,nonCare,0.9_1.0,noKW,0.11,0.812903226,722860,NA,NA,NA,NA,NA,sce-res-SCHD-res_misc-noKW-nonCare-0.9_1.0
2525,sce-res-SCLD-res_misc-noKW-Care-0.0_0.1,15605772.57,5549,sce,SCLD,res,res_misc,Care,0.0_0.1,noKW,0.11,0.673913043,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.0_0.1
2526,sce-res-SCLD-res_misc-noKW-Care-0.1_0.2,24928021.7,5546,sce,SCLD,res,res_misc,Care,0.1_0.2,noKW,0.11,0.977272727,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.1_0.2
2527,sce-res-SCLD-res_misc-noKW-Care-0.2_0.3,30978376.7,5545,sce,SCLD,res,res_misc,Care,0.2_0.3,noKW,0.11,0.905660377,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.2_0.3
2528,sce-res-SCLD-res_misc-noKW-Care-0.3_0.4,37379196.33,5546,sce,SCLD,res,res_misc,Care,0.3_0.4,noKW,0.11,0.973684211,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.3_0.4
2529,sce-res-SCLD-res_misc-noKW-Care-0.4_0.5,43694870.02,5546,sce,SCLD,res,res_misc,Care,0.4_0.5,noKW,0.11,1,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.4_0.5
2530,sce-res-SCLD-res_misc-noKW-Care-0.5_0.6,50373868.87,5546,sce,SCLD,res,res_misc,Care,0.5_0.6,noKW,0.11,1,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.5_0.6
2531,sce-res-SCLD-res_misc-noKW-Care-0.6_0.7,56698130.36,5546,sce,SCLD,res,res_misc,Care,0.6_0.7,noKW,0.11,1,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.6_0.7
2532,sce-res-SCLD-res_misc-noKW-Care-0.7_0.8,64987400.22,5546,sce,SCLD,res,res_misc,Care,0.7_0.8,noKW,0.11,1,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.7_0.8
2533,sce-res-SCLD-res_misc-noKW-Care-0.8_0.9,75943136.25,5546,sce,SCLD,res,res_misc,Care,0.8_0.9,noKW,0.11,0.949152542,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.8_0.9
2534,sce-res-SCLD-res_misc-noKW-Care-0.9_1.0,101962544.7,5548,sce,SCLD,res,res_misc,Care,0.9_1.0,noKW,0.11,0.736842105,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-Care-0.9_1.0
2535,sce-res-SCLD-res_misc-noKW-nonCare-0.0_0.1,20226299.14,16875,sce,SCLD,res,res_misc,nonCare,0.0_0.1,noKW,0.11,0.154285714,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.0_0.1
2536,sce-res-SCLD-res_misc-noKW-nonCare-0.1_0.2,52894755.62,16872,sce,SCLD,res,res_misc,nonCare,0.1_0.2,noKW,0.11,0.610687023,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.1_0.2
2537,sce-res-SCLD-res_misc-noKW-nonCare-0.2_0.3,77206812.34,16874,sce,SCLD,res,res_misc,nonCare,0.2_0.3,noKW,0.11,0.78,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.2_0.3
2538,sce-res-SCLD-res_misc-noKW-nonCare-0.3_0.4,100672070.8,16874,sce,SCLD,res,res_misc,nonCare,0.3_0.4,noKW,0.11,0.905797101,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.3_0.4
2539,sce-res-SCLD-res_misc-noKW-nonCare-0.4_0.5,123452132.3,16870,sce,SCLD,res,res_misc,nonCare,0.4_0.5,noKW,0.11,0.920529801,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.4_0.5
2540,sce-res-SCLD-res_misc-noKW-nonCare-0.5_0.6,147988976.9,16873,sce,SCLD,res,res_misc,nonCare,0.5_0.6,noKW,0.11,0.972972973,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.5_0.6
2541,sce-res-SCLD-res_misc-noKW-nonCare-0.6_0.7,176287480.9,16873,sce,SCLD,res,res_misc,nonCare,0.6_0.7,noKW,0.11,0.981927711,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.6_0.7
2542,sce-res-SCLD-res_misc-noKW-nonCare-0.7_0.8,213526202,16874,sce,SCLD,res,res_misc,nonCare,0.7_0.8,noKW,0.11,0.981818182,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.7_0.8
2543,sce-res-SCLD-res_misc-noKW-nonCare-0.8_0.9,268184565.1,16874,sce,SCLD,res,res_misc,nonCare,0.8_0.9,noKW,0.11,0.957055215,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.8_0.9
2544,sce-res-SCLD-res_misc-noKW-nonCare-0.9_1.0,582203727.6,16872,sce,SCLD,res,res_misc,nonCare,0.9_1.0,noKW,0.11,0.634042553,722868,NA,NA,NA,NA,NA,sce-res-SCLD-res_misc-noKW-nonCare-0.9_1.0
2545,sce-res-SCNW-res_misc-noKW-Care-0.0_0.1,16006068.08,9223,sce,SCNW,res,res_misc,Care,0.0_0.1,noKW,0.11,0.083333333,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.0_0.1
2546,sce-res-SCNW-res_misc-noKW-Care-0.1_0.2,25293360.4,9218,sce,SCNW,res,res_misc,Care,0.1_0.2,noKW,0.11,0.43902439,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.1_0.2
2547,sce-res-SCNW-res_misc-noKW-Care-0.2_0.3,32012667.29,9217,sce,SCNW,res,res_misc,Care,0.2_0.3,noKW,0.11,0.18,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.2_0.3
2548,sce-res-SCNW-res_misc-noKW-Care-0.3_0.4,38816519.86,9217,sce,SCNW,res,res_misc,Care,0.3_0.4,noKW,0.11,0.444444444,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.3_0.4
2549,sce-res-SCNW-res_misc-noKW-Care-0.4_0.5,45116271.36,9217,sce,SCNW,res,res_misc,Care,0.4_0.5,noKW,0.11,0.306122449,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.4_0.5
2550,sce-res-SCNW-res_misc-noKW-Care-0.5_0.6,52192346.53,9221,sce,SCNW,res,res_misc,Care,0.5_0.6,noKW,0.11,0.314814815,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.5_0.6
2551,sce-res-SCNW-res_misc-noKW-Care-0.6_0.7,60722399.9,9217,sce,SCNW,res,res_misc,Care,0.6_0.7,noKW,0.11,0.512820513,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.6_0.7
2552,sce-res-SCNW-res_misc-noKW-Care-0.7_0.8,71573308.07,9217,sce,SCNW,res,res_misc,Care,0.7_0.8,noKW,0.11,0.558139535,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.7_0.8
2553,sce-res-SCNW-res_misc-noKW-Care-0.8_0.9,85552055.31,9218,sce,SCNW,res,res_misc,Care,0.8_0.9,noKW,0.11,0.372093023,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.8_0.9
2554,sce-res-SCNW-res_misc-noKW-Care-0.9_1.0,123717515.8,9218,sce,SCNW,res,res_misc,Care,0.9_1.0,noKW,0.11,0.695652174,722886,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-Care-0.9_1.0
2555,sce-res-SCNW-res_misc-noKW-nonCare-0.0_0.1,52122941,31821,sce,SCNW,res,res_misc,nonCare,0.0_0.1,noKW,0.11,0.148760331,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.0_0.1
2556,sce-res-SCNW-res_misc-noKW-nonCare-0.1_0.2,102370132.4,31809,sce,SCNW,res,res_misc,nonCare,0.1_0.2,noKW,0.11,0.617283951,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.1_0.2
2557,sce-res-SCNW-res_misc-noKW-nonCare-0.2_0.3,131861888.7,31820,sce,SCNW,res,res_misc,nonCare,0.2_0.3,noKW,0.11,0.642857143,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.2_0.3
2558,sce-res-SCNW-res_misc-noKW-nonCare-0.3_0.4,160564913.4,31821,sce,SCNW,res,res_misc,nonCare,0.3_0.4,noKW,0.11,0.792682927,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.3_0.4
2559,sce-res-SCNW-res_misc-noKW-nonCare-0.4_0.5,191880579.1,31810,sce,SCNW,res,res_misc,nonCare,0.4_0.5,noKW,0.11,0.887755102,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.4_0.5
2560,sce-res-SCNW-res_misc-noKW-nonCare-0.5_0.6,221820029.2,31809,sce,SCNW,res,res_misc,nonCare,0.5_0.6,noKW,0.11,0.836363636,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.5_0.6
2561,sce-res-SCNW-res_misc-noKW-nonCare-0.6_0.7,259667763.4,31814,sce,SCNW,res,res_misc,nonCare,0.6_0.7,noKW,0.11,0.946902655,723926,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.6_0.7
2562,sce-res-SCNW-res_misc-noKW-nonCare-0.7_0.8,309930445.4,31821,sce,SCNW,res,res_misc,nonCare,0.7_0.8,noKW,0.11,0.918699187,722886,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.7_0.8
2563,sce-res-SCNW-res_misc-noKW-nonCare-0.8_0.9,387831781.6,31809,sce,SCNW,res,res_misc,nonCare,0.8_0.9,noKW,0.11,0.913043478,722886,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.8_0.9
2564,sce-res-SCNW-res_misc-noKW-nonCare-0.9_1.0,797568057.4,31815,sce,SCNW,res,res_misc,nonCare,0.9_1.0,noKW,0.11,0.7,722886,NA,NA,NA,NA,NA,sce-res-SCNW-res_misc-noKW-nonCare-0.9_1.0
2565,sce-res-noSLAP-res_misc-noKW-nonCare-0.0_1.0,2409392.485,827,sce,noSLAP,res,res_misc,nonCare,0.0_1.0,noKW,0.11,0,0,NA,NA,NA,NA,NA,sce-res-noSLAP-res_misc-noKW-nonCare-0.0_1.0
2566,sdge-com-SDG1-com_other-noKW-Care-0.0_0.2,77569.75045,72,sdge,SDG1,com,com_other,Care,0.0_0.2,noKW,NA,0.181818182,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-Care-0.0_0.2
2567,sdge-com-SDG1-com_other-noKW-Care-0.2_0.4,238839.7138,71,sdge,SDG1,com,com_other,Care,0.2_0.4,noKW,NA,0.2,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-Care-0.2_0.4
2568,sdge-com-SDG1-com_other-noKW-Care-0.4_0.6,413094.978,72,sdge,SDG1,com,com_other,Care,0.4_0.6,noKW,NA,0.75,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-Care-0.4_0.6
2569,sdge-com-SDG1-com_other-noKW-Care-0.6_0.8,1428388.61,71,sdge,SDG1,com,com_other,Care,0.6_0.8,noKW,NA,0.666666667,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-Care-0.6_0.8
2570,sdge-com-SDG1-com_other-noKW-Care-0.8_1.0,16242377.02,72,sdge,SDG1,com,com_other,Care,0.8_1.0,noKW,NA,0.315789474,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-Care-0.8_1.0
2571,sdge-com-SDG1-com_other-noKW-nonCare-0.0_0.1,2343636.658,3569,sdge,SDG1,com,com_other,nonCare,0.0_0.1,noKW,NA,0.215748031,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.0_0.1
2572,sdge-com-SDG1-com_other-noKW-nonCare-0.1_0.2,9660245.74,3569,sdge,SDG1,com,com_other,nonCare,0.1_0.2,noKW,NA,0.510703364,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.1_0.2
2573,sdge-com-SDG1-com_other-noKW-nonCare-0.2_0.3,18504547.71,3568,sdge,SDG1,com,com_other,nonCare,0.2_0.3,noKW,NA,0.553846154,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.2_0.3
2574,sdge-com-SDG1-com_other-noKW-nonCare-0.3_0.4,30197690.93,3569,sdge,SDG1,com,com_other,nonCare,0.3_0.4,noKW,NA,0.610951009,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.3_0.4
2575,sdge-com-SDG1-com_other-noKW-nonCare-0.4_0.5,47035286.44,3567,sdge,SDG1,com,com_other,nonCare,0.4_0.5,noKW,NA,0.656338028,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.4_0.5
2576,sdge-com-SDG1-com_other-noKW-nonCare-0.5_0.6,74857767.65,3568,sdge,SDG1,com,com_other,nonCare,0.5_0.6,noKW,NA,0.6002886,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.5_0.6
2577,sdge-com-SDG1-com_other-noKW-nonCare-0.6_0.7,120601288.2,3569,sdge,SDG1,com,com_other,nonCare,0.6_0.7,noKW,NA,0.649470899,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.6_0.7
2578,sdge-com-SDG1-com_other-noKW-nonCare-0.7_0.8,194615670.2,3568,sdge,SDG1,com,com_other,nonCare,0.7_0.8,noKW,NA,0.642857143,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.7_0.8
2579,sdge-com-SDG1-com_other-noKW-nonCare-0.8_0.9,357719834.8,3568,sdge,SDG1,com,com_other,nonCare,0.8_0.9,noKW,NA,0.630154639,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.8_0.9
2580,sdge-com-SDG1-com_other-noKW-nonCare-0.9_1.0,2257698442,3569,sdge,SDG1,com,com_other,nonCare,0.9_1.0,noKW,NA,0.380126183,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-com_other-noKW-nonCare-0.9_1.0
2581,sdge-com-SDG1-office-50_200kW-nonCare-0.0_0.1,12734988.52,234,sdge,SDG1,com,office,nonCare,0.0_0.1,50_200kW,NA,0.5,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.0_0.1
2582,sdge-com-SDG1-office-50_200kW-nonCare-0.1_0.2,28227166.05,234,sdge,SDG1,com,office,nonCare,0.1_0.2,50_200kW,NA,0.622222222,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.1_0.2
2583,sdge-com-SDG1-office-50_200kW-nonCare-0.2_0.3,36638834.97,233,sdge,SDG1,com,office,nonCare,0.2_0.3,50_200kW,NA,0.648148148,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.2_0.3
2584,sdge-com-SDG1-office-50_200kW-nonCare-0.3_0.4,44118609.88,234,sdge,SDG1,com,office,nonCare,0.3_0.4,50_200kW,NA,0.777777778,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.3_0.4
